rating,review,split
positive,"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit . 
",train
positive,"viveka seldahl and sven wollter will touch you to the core in a film you will never forget -- that you should never forget . 
",train
positive,"spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing . 
",train
positive,"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible . it's very beavis and butthead , yet always seems to elicit a chuckle . 
",train
positive,"a compelling journey . . . and "" his best friend remembers "" is up there with the finest of specials . 
",train
positive,"it's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison . 
",train
positive,"a fine , rousing , g-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats . 
",train
positive,"the movie is pretty funny now and then without in any way demeaning its subjects . 
",train
positive,"it's been made with an innocent yet fervid conviction that our hollywood has all but lost . 
",train
positive,"a movie that will wear you out and make you misty even when you don't want to be . 
",train
positive,"a masterpiece four years in the making . 
",train
positive,"is it a total success ? no . is it something any true film addict will want to check out ? you bet . 
",train
positive,"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes . 
",train
positive,"slight but enjoyable documentary . 
",train
positive,"complex , affecting and uniquely almodóvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong . 
",train
positive,"as hugh grant says repeatedly throughout the movie , 'lovely ! brilliant ! '
",train
positive,"like many western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about north korea's recent past and south korea's future adds a much needed moral weight . 
",train
positive,"an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century . 
",train
positive,"an enjoyable experience . 
",train
positive,"a subtle , humorous , illuminating study of politics , power and social mobility . 
",train
positive,"like any good romance , son of the bride , proves it's never too late to learn . 
",train
positive,"i have a confession to make : i didn't particularly like e . t . the first time i saw it as a young boy . that is because - damn it ! - i also wanted a little alien as a friend ! 
",train
positive,"subversive , meditative , clinical and poetic , the piano teacher is a daring work of genius . 
",train
positive,"there is truth here
",train
positive,"nicholson's understated performance is wonderful . as warren he stumbles in search of all the emotions and life experiences he's neglected over the years . 
",train
positive,"[a] wonderfully loopy tale of love , longing , and voting . 
",train
positive,"the primitive force of this film seems to bubble up from the vast collective memory of the combatants . it's like watching a nightmare made flesh . 
",train
positive,"there is a refreshing absence of cynicism in stuart little 2--quite a rarity , even in the family film market . eventually , it wins you over . 
",train
positive,"marshall puts a suspenseful spin on standard horror flick formula . 
",train
positive,"an exhilarating experience . 
",train
positive,"charlotte sometimes is a gem . it's always enthralling . 
",train
positive,"whether you like rap music or loathe it , you can't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . 
",train
positive,"despite the film's shortcomings , the stories are quietly moving . 
",train
positive,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else . 
",train
positive,"with a large cast representing a broad cross-section , tavernier's film bounds along with the rat-a-tat energy of "" his girl friday , "" maintaining a light touch while tackling serious themes . 
",train
positive,"until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity . 
",train
positive,"although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel . 
",train
positive,"likely to expertly drum up repressed teenage memories in any viewer . 
",train
positive,"writer/ director m . night shyamalan's ability to pull together easily accessible stories that resonate with profundity is undeniable . 
",train
positive,"it's a hoot and a half , and a great way for the american people to see what a candidate is like when he's not giving the same 15-cent stump speech . 
",train
positive,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview . 
",train
positive,"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime . 
",train
positive,"the re-release of ron howard's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages . 
",train
positive,"it irritates and saddens me that martin lawrence's latest vehicle can explode obnoxiously into 2 , 500 screens while something of bubba ho-tep's clearly evident quality may end up languishing on a shelf somewhere . 
",train
positive,"[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not . 
",train
positive,"superb production values & christian bale's charisma make up for a derivative plot . 
",train
positive,"dense , exhilarating documentary . 
",train
positive,"an intelligent and deeply felt work about impossible , irrevocable choices and the price of making them . 
",train
positive,"the overall fabric is hypnotic , and mr . mattei fosters moments of spontaneous intimacy . 
",train
positive,"this is pretty dicey material . but some unexpected zigs and zags help . 
",train
positive,"jones has delivered a solidly entertaining and moving family drama . 
",train
positive,"it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding . 
",train
positive,"seldom has a movie so closely matched the spirit of a man and his work . 
",train
positive,"sandra nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed martha as her heart begins to open . 
",train
positive,"a film in a class with spike lee's masterful do the right thing . 
",train
positive,"fantastic ! 
",train
positive,"it looks closely , insightfully at fragile , complex relationships . 
",train
positive,"writer-director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured . 
",train
positive,"take care of my cat offers a refreshingly different slice of asian cinema . 
",train
positive,"[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision . 
",train
positive,"ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier . 
",train
positive,"a quiet , disquieting triumph . 
",train
positive,"about schmidt is undoubtedly one of the finest films of the year . if you're not deeply touched by this movie , check your pulse . 
",train
positive,"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . 
",train
positive,"the appearance of treebeard and gollum's expanded role will either have you loving what you're seeing , or rolling your eyes . i loved it ! gollum's 'performance' is incredible ! 
",train
positive,"boasts enough funny dialogue and sharp characterizations to be mildly amusing . 
",train
positive,"if there's nothing fresh about wannabes , which was written by mr . demeo , who produced and directed the film with charles a . addessi , much of the time the movie feels authentic . 
",train
positive,"not since japanese filmmaker akira kurosawa's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . 
",train
positive,"terrific casting and solid execution give all three stories life . 
",train
positive,"a psychic journey deep into the very fabric of iranian . . . life . 
",train
positive,"the cast delivers without sham the raw-nerved story . 
",train
positive,"like the film's almost anthropologically detailed realization of early-'80s suburbia , it's significant without being overstated . 
",train
positive,"both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny . 
",train
positive,"call me a wimp , but i cried , not once , but three times in this animated sweet film . 
",train
positive,"it's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . 
",train
positive,"stands as one of the year's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be . 
",train
positive,"the film may appear naked in its narrative form . . . but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine
",train
positive,"an operatic , sprawling picture that's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . 
",train
positive,"at its worst the screenplay is callow , but at its best it is a young artist's thoughtful consideration of fatherhood . 
",train
positive,"travels a fascinating arc from hope and euphoria to reality and disillusionment . 
",train
positive,"a sharp , amusing study of the cult of celebrity . 
",train
positive,"it's unnerving to see recoing's bizzarre reaction to his unemployment . good film , but very glum . 
",train
positive,"this is one of those war movies that focuses on human interaction rather than battle and action sequences . . . and it's all the stronger because of it . 
",train
positive,"this is a very funny , heartwarming film . it has fun with the quirks of family life , but it also treats the subject with fondness and respect . 
",train
positive,"if you can get past the taboo subject matter , it will be well worth your time . 
",train
positive,"the film is saved from aren't-kids-cute sentimentality by a warmth that isn't faked and a stately sense of composition . 
",train
positive,"the script's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis , but the lazy plotting ensures that little of our emotional investment pays off . 
",train
positive,"assured , vital and well wrought , the film is , arguably , the most accomplished work to date from hong kong's versatile stanley kwan . 
",train
positive,"witty and often surprising , a dark little morality tale disguised as a romantic comedy . 
",train
positive,"a macabre and very stylized swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters . 
",train
positive,"a film that begins with the everyday lives of naval personnel in san diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times i saw the film . 
",train
positive,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them . 
",train
positive,"it may sound like a mere disease-of- the-week tv movie , but a song for martin is made infinitely more wrenching by the performances of real-life spouses seldahl and wollter . 
",train
positive,"it's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team . 
",train
positive,"it's sweet , funny , charming , and completely delightful . 
",train
positive,"the real star of this movie is the score , as in the songs translate well to film , and it's really well directed . 
",train
positive,"you live the mood rather than savour the story . 
",train
positive,"shanghai ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life . 
",train
positive,"creepy , authentic and dark . this disturbing bio-pic is hard to forget . 
",train
positive,"all the pieces fall together without much surprise , but little moments give it a boost . 
",train
positive,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . 
",train
positive,"this submarine drama earns the right to be favorably compared to das boot . 
",train
positive,"majidi's direction has never been smoother or more confident . 
",train
positive,"watching spirited away is like watching an eastern imagination explode . 
",train
positive,"300 years of russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness . 
",train
positive,"huppert's superbly controlled display of murderous vulnerability ensures that malice has a very human face . 
",train
positive,"a smart , compelling drama . 
",train
positive,"the symbols float like butterflies and the spinning styx sting like bees . i wanted more . 
",train
positive,"presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation . 
",train
positive,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling . 
",train
positive,"in its treatment of the dehumanizing and ego-destroying process of unemployment , time out offers an exploration that is more accurate than anything i have seen in an american film . 
",train
positive,"as weber and weissman demonstrate with such insight and celebratory verve , the cockettes weren't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create . 
",train
positive,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . 
",train
positive,"affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things . 
",train
positive,"[a] rare , beautiful film . 
",train
positive,"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve . 
",train
positive,"what's infuriating about full frontal is that it's too close to real life to make sense . what's invigorating about it is that it doesn't give a damn . 
",train
positive,"quietly engaging . 
",train
positive,"the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann . 
",train
positive,"though the controversial korean filmmaker's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding . 
",train
positive,"hatosy . . . portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue . 
",train
positive,"most consumers of lo mein and general tso's chicken barely give a thought to the folks who prepare and deliver it , so , hopefully , this film will attach a human face to all those little steaming cartons . 
",train
positive,"it has that rare quality of being able to creep the living hell out of you . . . 
",train
positive,"it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impression . 
",train
positive," . . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality . 
",train
positive,"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time . 
",train
positive,"whenever you think you've figured out late marriage , it throws you for a loop . 
",train
positive,"whether writer-director anne fontaine's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . 
",train
positive,"a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat . 
",train
positive,"although very much like the first movie based on j . k . rowling's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude . 
",train
positive,"worse than 'silence of the lambs' better than 'hannibal'
",train
positive,"the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency . 
",train
positive,"just what makes us happy , anyway ? 
",train
positive,"though it runs 163 minutes , safe conduct is anything but languorous . it's packed to bursting with incident , and with scores of characters , some fictional , some from history . 
",train
positive,"ok arthouse . the power of this script , and the performances that come with it , is that the whole damned thing didn't get our moral hackles up . 
",train
positive,"k-19 : the widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining . 
",train
positive,"one of the funniest motion pictures of the year , but . . . also one of the most curiously depressing . 
",train
positive,"this is one of the rarest kinds of films : a family-oriented non-disney film that is actually funny without hitting below the belt . 
",train
positive," . . . hits every cliche we've come to expect , including the assumption that "" crazy "" people are innocent , childlike and inherently funny . 
",train
positive,"a movie that will surely be profane , politically charged music to the ears of cho's fans . 
",train
positive,"spinning a web of dazzling entertainment may be overstating it , but "" spider-man "" certainly delivers the goods . 
",train
positive,"in the end , the film is less the cheap thriller you'd expect than it is a fairly revealing study of its two main characters — damaged-goods people whose orbits will inevitably and dangerously collide . 
",train
positive,"a poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature . 
",train
positive,"its maker , steven spielberg , hasn't had so much fun in two decades , since he was schlepping indiana jones around the globe in search of a giant misplaced ashtray . 
",train
positive,"an unorthodox little film noir organized crime story that includes one of the strangest love stories you will ever see . 
",train
positive,"paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks . 
",train
positive,"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy
",train
positive,"disney's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem . 
",train
positive,"a richly imagined and admirably mature work from a gifted director who definitely has something on his mind . 
",train
positive,"the film proves unrelentingly grim -- and equally engrossing . 
",train
positive,"what's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . 
",train
positive,"a meditation on faith and madness , frailty is blood-curdling stuff . 
",train
positive,"muccino seems to be exploring the idea of why human beings long for what they don't have , and how this gets us in trouble . but even while his characters are acting horribly , he is always sympathetic . 
",train
positive,"light , cute and forgettable . 
",train
positive,"an elegant work , food of love is as consistently engaging as it is revealing . 
",train
positive,"i know i shouldn't have laughed , but hey , those farts got to my inner nine-year-old . 
",train
positive,"a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day . 
",train
positive,"time out is as serious as a pink slip . and more than that , it's an observant , unfussily poetic meditation about identity and alienation . 
",train
positive,"an impeccable study in perversity . 
",train
positive,"the sweetest thing , a romantic comedy with outrageous tendencies , may be a mess in a lot of ways . but it does have one saving grace . a lot of its gags and observations reflect a woman's point-of-view . 
",train
positive,"noyce's film is contemplative and mournfully reflective . 
",train
positive,"may seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman . 
",train
positive,"the large-format film is well suited to capture these musicians in full regalia and the incredible imax sound system lets you feel the beat down to your toes . 
",train
positive,"the lightest , most breezy movie steven spielberg has made in more than a decade . and the positive change in tone here seems to have recharged him . 
",train
positive,"the emperor's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality . 
",train
positive,"if it seems like a minor miracle that its septuagenarian star is young enough to be the nonagenarian filmmaker's son , more incredible still are the clear-eyed boldness and quiet irony with which actor and director take on life's urgent questions . 
",train
positive,"an almost unbearably morbid love story . 
",train
positive,"a brutal and funny work . nicole holofcenter , the insightful writer/director responsible for this illuminating comedy doesn't wrap the proceedings up neatly but the ideas tie together beautifully . 
",train
positive,"beautifully observed , miraculously unsentimental comedy-drama . 
",train
positive,"jacquot's strategy allows his cast the benefit of being able to give full performances . . . while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself . 
",train
positive,"it's not particularly subtle . . . however , it still manages to build to a terrifying , if obvious , conclusion . 
",train
positive,"the charms of the lead performances allow us to forget most of the film's problems . 
",train
positive,"terry is a sort of geriatric dirty harry , which will please eastwood's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man . 
",train
positive,"it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast . 
",train
positive,"a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life . 
",train
positive,"probes in a light-hearted way the romantic problems of individuals for whom the yearning for passion spells discontent . 
",train
positive,"miyazaki has created such a vibrant , colorful world , it's almost impossible not to be swept away by the sheer beauty of his images . 
",train
positive,"that rare documentary that incorporates so much of human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film . 
",train
positive,"a recent favourite at sundance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard's pyromania . 
",train
positive,"kinnear doesn't aim for our sympathy , but rather delivers a performance of striking skill and depth . 
",train
positive,"the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . 
",train
positive,"no , it's not as single-minded as john carpenter's original , but it's sure a lot smarter and more unnerving than the sequels . 
",train
positive,"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small , sweet 'evelyn . '
",train
positive,"beneath clouds is a succinct low-budget film whose compelling characters and intelligent script are exactly what was missing from rabbit-proof fence . 
",train
positive,"'pocas veces es posible ver un elenco tan compenetrado con la historia , donde todos y cada uno de los actores ofrecen actuaciones verdaderamente memorables . '
",train
positive,"despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity . 
",train
positive,"very psychoanalytical -- provocatively so -- and also refreshingly literary . 
",train
positive,"the hot topics of the plot are relegated to the background -- a welcome step forward from the sally jesse raphael atmosphere of films like philadelphia and american beauty . 
",train
positive,"it arrives with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications . 
",train
positive,"so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated . not to mention absolutely refreshed . 
",train
positive,"[ "" safe conduct "" ] is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage . viva le resistance ! 
",train
positive,"steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off . 
",train
positive,"hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette's dialogue . 
",train
positive,"secret ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving . 
",train
positive,"an ambitious 'what if ? ' that works . 
",train
positive,"a potent allegorical love story . 
",train
positive,"strip it of all its excess debris , and you'd have a 90-minute , four-star movie . as it is , it's too long and unfocused . 
",train
positive,"despite the film's bizarre developments , hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character's gripping humanity . 
",train
positive,"an undeniably moving film to experience , and ultimately that's what makes it worth a recommendation . 
",train
positive,"the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing . 
",train
positive,"by not averting his eyes , solondz forces us to consider the unthinkable , the unacceptable , the unmentionable . 
",train
positive,"a cartoon that's truly cinematic in scope , and a story that's compelling and heartfelt -- even if the heart belongs to a big , four-legged herbivore . 
",train
positive,"peter jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime tolkien fan or a movie-going neophyte could want . 
",train
positive,"as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting . 
",train
positive,"a diverse and astonishingly articulate cast of palestinian and israeli children . 
",train
positive,"though overall an overwhelmingly positive portrayal , the film doesn't ignore the more problematic aspects of brown's life . 
",train
positive,"it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious . 
",train
positive,"an infinitely wittier version of the home alone formula . 
",train
positive,"discursive but oddly riveting documentary . 
",train
positive,"spielberg's picture is smarter and subtler than [total recall and blade runner] , although its plot may prove too convoluted for fun-seeking summer audiences . 
",train
positive,"another entertaining romp from robert rodriguez . 
",train
positive,"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli . 
",train
positive,"takashi miike keeps pushing the envelope : ichi the killer
",train
positive,"it's light on the chills and heavy on the atmospheric weirdness , and there are moments of jaw-droppingly odd behavior -- yet i found it weirdly appealing . 
",train
positive,"it's got all the familiar bruckheimer elements , and schumacher does probably as good a job as anyone at bringing off the hopkins/rock collision of acting styles and onscreen personas . 
",train
positive,"comedian , like its subjects , delivers the goods and audiences will have a fun , no-frills ride . 
",train
positive,"the structure is simple , but in its own way , rabbit-proof fence is a quest story as grand as the lord of the rings . 
",train
positive,"melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold . 
",train
positive,"an unabashedly schmaltzy and thoroughly enjoyable true story . 
",train
positive,"the farcical elements seemed too pat and familiar to hold my interest , yet its diverting grim message is a good one . 
",train
positive," . . . tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope . 
",train
positive,"a delightful little film that revels in its own simplicity , mostly martha will leave you with a smile on your face and a grumble in your stomach . 
",train
positive,"an uneven but intriguing drama that is part homage and part remake of the italian masterpiece . 
",train
positive,"tony gayton's script doesn't give us anything we haven't seen before , but director d . j . caruso's grimy visual veneer and kilmer's absorbing performance increase the gravitational pull considerably . 
",train
positive,"stands as a document of what it felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 . 
",train
positive,"happily stays close to the ground in a spare and simple manner and doesn't pummel us with phony imagery or music . 
",train
positive,"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . 
",train
positive,"crammed with incident , and bristles with passion and energy . 
",train
positive,"the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness . 
",train
positive,"bon appétit ! just like a splendid meal , red dragon satisfies – from its ripe recipe , inspiring ingredients , certified cuisine and palatable presentation . 
",train
positive," . . . an inviting piece of film . 
",train
positive,"with dirty deeds , david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen . 
",train
positive,"on its own , big trouble could be considered a funny little film . 
",train
positive,"parts of the film feel a bit too much like an infomercial for ram dass's latest book aimed at the boomer demographic . but mostly it's a work that , with humor , warmth , and intelligence , captures a life interestingly lived . 
",train
positive,"maryam is a small film , but it offers large rewards . 
",train
positive,"makes s&m seem very romantic , and maggie gyllenhaal is a delight . 
",train
positive,"duvall is strong as always . 
",train
positive,"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff . 
",train
positive,"84 minutes of rolling musical back beat and supercharged cartoon warfare . it's also , clearly , great fun . 
",train
positive,"insomnia is involving . still , i thought it could have been more . 
",train
positive,"the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble . 
",train
positive,"brings together some of the biggest names in japanese anime , with impressive results . 
",train
positive,"it's mildly entertaining , especially if you find comfort in familiarity . but it's hardly a necessary enterprise . 
",train
positive,"remains a solid , if somewhat heavy-handed , account of the near-disaster . . . done up by howard with a steady , if not very imaginative , hand . 
",train
positive,"a must see for all sides of the political spectrum
",train
positive,"piccoli gives a superb performance full of deep feeling . 
",train
positive,"as banal as the telling may be -- and at times , all my loved ones more than flirts with kitsch -- the tale commands attention . 
",train
positive,"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . 
",train
positive,"there's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance . 
",train
positive,"a thoughtful , provocative , insistently humanizing film . 
",train
positive,"escapism in its purest form . 
",train
positive,"a warm , funny , engaging film . 
",train
positive,"special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen . 
",train
positive,"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises
",train
positive,"this is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story's a little weak . 
",train
positive,"i was amused and entertained by the unfolding of bielinsky's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise . 
",train
positive,"for its seriousness , high literary aspirations and stunning acting , the film can only be applauded . 
",train
positive,"boomers and their kids will have a barrie good time . 
",train
positive,"the simplicity of the way home has few equals this side of aesop
",train
positive,"it's a day at the beach -- with air conditioning and popcorn . 
",train
positive,"a sexy , surprising romance . . . idemoto and kim make a gorgeous pair . . . their scenes brim with sexual possibility and emotional danger . 
",train
positive,"elling builds gradually until you feel fully embraced by this gentle comedy . 
",train
positive," "" 13 conversations about one thing "" is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling . 
",train
positive,"sharp , lively , funny and ultimately sobering film . 
",train
positive,"it's up to you to decide whether to admire these people's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of american life . 
",train
positive,"this story still seems timely and important . and there's an element of heartbreak to watching it now , with older and wiser eyes , because we know what will happen after greene's story ends . 
",train
positive,"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance . 
",train
positive,"there has always been something likable about the marquis de sade . 
",train
positive,"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding . 
",train
positive,"if mr . zhang's subject matter is , to some degree at least , quintessentially american , his approach to storytelling might be called iranian . 
",train
positive,"it's absolutely spooky how lillard channels the shagster right down to the original casey kasem-furnished voice . 
",train
positive,"the message of such reflections--intentional or not--is that while no art grows from a vacuum , many artists exist in one . 
",train
positive,"like its bizarre heroine , it irrigates our souls . 
",train
positive,"a brisk , reverent , and subtly different sequel . 
",train
positive,"a compelling pre-wwii drama with vivid characters and a warm , moving message . 
",train
positive,"a subtle , poignant picture of goodness that is flawed , compromised and sad . 
",train
positive,"while bollywood/hollywood will undoubtedly provide its keenest pleasures to those familiar with bombay musicals , it also has plenty for those ( like me ) who aren't . 
",train
positive,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . 
",train
positive,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . 
",train
positive,"while centered on the life experiences of a particular theatrical family , this marvelous documentary touches -- ever so gracefully -- on the entire history of the yiddish theater , both in america and israel . 
",train
positive,"a stylistic romp that's always fun to watch . 
",train
positive,"tsai has managed to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of yasujiro ozu . 
",train
positive,"with its hint of an awkward hitchcockian theme in tact , harmon's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone
",train
positive,"to some eyes this will seem like a recycling of clichés , an assassin's greatest hits . to others , it will remind them that hong kong action cinema is still alive and kicking . 
",train
positive,"less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling ( though no less horrifying for it ) . 
",train
positive,"lawrence plumbs personal tragedy and also the human comedy . 
",train
positive,"the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity . 
",train
positive,"those who don't entirely 'get' godard's distinctive discourse will still come away with a sense of his reserved but existential poignancy . 
",train
positive,"if no one singles out any of these performances as award-worthy , it's only because we would expect nothing less from this bunch . 
",train
positive,"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one . 
",train
positive,"broomfield has a rather unique approach to documentary . he thinks the film is just as much a document about him as it is about the subject . 
",train
positive,"the film offers an intriguing what-if premise . 
",train
positive,"sometimes charming , sometimes infuriating , this argentinean 'dramedy' succeeds mainly on the shoulders of its actors . 
",train
positive,"a small gem from belgium . 
",train
positive,"this is a finely written , superbly acted offbeat thriller . 
",train
positive,"harks back to a time when movies had more to do with imagination than market research . 
",train
